ts	imei	mwra	p.android.settings	p.android.packageinstaller	p.android.gm	p.android.documentsui	p.android.chrome	p.system	p.android.externalstorage	p.google	p.olauncher	p.android.gms	p.browser.provider	p.process.gapps	p.dogalize	p.gms.persistent	p.android.vending	p.android.defcontainer	p.simulator	p.notifier	p.inputmethod.latin	p.katana
2018-05-11 00:54:00	3590433799317661768	0.00000	9.03987	9.26154	12.48044	12.32161	11.58430	8.95052	12.03877	72.62825	73.88864	44.43135	53.84481	95.68885	59.97960	12.35596	24.90436	34.85694	27.77750	42.74533	70.47981	21.65590
2018-05-11 00:55:00	863033069630348719	1.00000	14.27772	7.82718	6.66068	10.19868	13.37238	14.13334	10.72984	63.80901	41.04177	22.81940	58.97364	73.91327	87.10282	41.89251	67.03284	67.51335	3.67792	12.16132	77.41576	2.42719
2018-05-11 00:56:00	863033069630348305	1.00000	9.44402	9.90051	12.35342	12.80744	10.20800	12.69226	8.91489	61.23657	51.66400	58.42310	47.90070	79.04279	5.78199	16.89087	52.20154	93.60474	36.26697	66.87302	73.61694	34.54369
2018-05-11 00:57:00	3590433799317661388	0.00000	9.65960	14.70507	11.05534	13.29376	13.47840	7.11011	8.94180	76.05012	51.77182	23.49649	54.48677	11.47010	93.29011	3.82390	33.87056	57.59873	50.85685	73.74644	5.98923	21.44145
2018-05-11 00:58:00	863033069630348529	1.00000	8.22269	10.70536	15.68165	12.48113	10.74784	10.68666	9.30854	52.86359	38.21913	44.23447	22.51506	96.43475	92.98455	78.17586	76.07326	79.15318	39.03197	50.49960	27.24457	31.74344
2018-05-11 00:59:00	863033069630348461	1.00000	13.95674	9.83082	7.56294	11.40525	11.69651	10.37554	8.19837	57.11229	52.44464	68.22516	24.89074	48.18960	0.67018	24.69986	38.04948	70.09175	88.53694	24.63284	86.46311	77.33573
2018-05-11 01:00:00	359043379931766486	0.00000	7.30620	11.09424	11.03235	10.05897	12.33941	15.02638	5.85023	50.26097	66.15986	52.16050	65.01598	98.03002	11.43489	50.09980	83.57384	65.73258	48.29534	17.94535	81.78443	50.41978
2018-05-11 01:01:00	3590433799317662220	1.00000	4.89684	10.65281	13.25116	10.82409	12.56086	15.89182	6.24885	51.15069	63.45716	56.35080	47.60008	77.09687	95.97210	36.05163	18.21522	76.37901	28.67715	70.71121	74.61995	95.19756
2018-05-11 01:02:00	3590433799317662139	1.00000	12.56341	8.66245	9.32258	7.52925	12.96044	14.00519	8.27445	62.39864	45.94558	52.17715	58.67565	6.34558	20.69632	21.34050	61.95111	94.43043	36.58051	71.49920	61.74985	11.98826
2018-05-11 01:03:00	8630330696303481776	1.00000	4.44662	8.65217	11.74246	13.76051	9.75474	13.60368	6.48470	50.14639	54.07534	48.94004	46.40564	33.30311	2.57108	66.46850	19.39803	39.45968	1.10077	23.98737	97.76324	20.39800
2018-05-11 01:04:00	3590433799317662477	1.00000	6.46846	9.28990	12.33719	13.05864	13.25395	11.71963	3.85759	64.09144	52.19827	60.89645	69.94207	12.43266	54.50851	40.35648	89.23938	91.20372	42.64660	30.69070	37.48053	5.21377
2018-05-11 01:05:00	8630330696303481032	0.00000	10.89448	7.00536	10.38075	6.62424	13.34446	9.50754	7.36513	43.84481	46.56317	51.31931	40.95157	76.87361	60.68883	11.09738	5.01270	46.98078	76.68019	34.03046	52.41902	94.03858
2018-05-11 01:06:00	359043379931766585	1.00000	12.49941	7.05471	12.46487	9.00331	13.57027	10.44531	11.66735	65.08728	63.38341	42.69835	30.45771	74.02425	66.62551	20.65504	6.54838	74.81470	36.37043	60.08943	94.61127	95.17969
2018-05-11 01:07:00	359043379931766569	0.00000	9.28232	10.06040	10.26056	9.65283	13.13241	14.49305	10.96038	48.36984	41.44539	62.98407	35.35937	56.66504	4.37819	7.19254	82.39356	83.47277	14.76652	69.57585	36.61651	10.79735
2018-05-11 01:08:00	3590433799317662451	0.00000	8.30118	10.47697	14.81809	7.70929	11.20293	13.28107	15.05677	55.29438	28.83991	64.12665	21.94965	29.40054	50.79392	92.47775	96.93378	86.47320	32.12961	41.26605	81.53133	20.95069
2018-05-11 01:09:00	863033069630348172	0.00000	4.35973	13.08337	12.41298	10.04634	13.33919	10.09132	8.11208	48.69578	53.75465	46.52968	42.21015	36.85792	41.59127	44.73706	65.95799	54.77972	12.82011	74.94291	85.83590	76.58004
2018-05-11 01:10:00	359043379931766007	1.00000	8.34204	12.32915	10.68130	7.60005	14.56373	11.71824	11.38956	44.47018	37.26142	31.21955	48.62934	63.04139	34.05170	44.86663	27.74507	89.61090	43.58595	47.80618	3.25370	55.05156
2018-05-11 01:11:00	8630330696303481396	0.00000	8.87413	14.11400	12.14993	10.79177	17.02800	10.69311	10.55111	54.50852	54.92051	37.25677	51.43718	9.35538	7.70307	93.31743	99.30921	43.34747	72.55690	5.20083	9.85868	67.24462
2018-05-11 01:12:00	3590433799317661651	1.00000	15.08664	9.67628	6.92763	8.41610	13.66318	11.85648	10.13086	44.72008	26.42006	41.45526	50.95144	85.95896	98.58306	51.64712	68.46560	26.95518	49.99842	56.59578	25.02956	84.29937
2018-05-11 01:13:00	359043379931766452	1.00000	13.69307	5.68651	9.19544	5.98865	10.77670	9.83526	6.38308	42.98684	49.64756	54.08497	37.68582	59.02346	97.24518	51.98072	32.63822	86.50951	96.01199	61.85867	89.32127	7.49904
2018-05-11 01:14:00	359043379931766304	1.00000	12.86089	5.48423	10.87172	8.82907	13.86830	9.38537	10.85206	76.78935	52.37928	50.20625	36.88198	44.93010	88.99467	48.65398	34.15460	39.29467	17.14009	56.08714	37.02091	28.78710
2018-05-11 01:15:00	359043379931766502	0.00000	6.91582	13.80848	10.16482	12.36138	11.51443	10.81345	6.58721	51.30229	33.65074	44.72107	36.06952	77.08732	52.57124	57.97549	2.07456	96.70669	29.63592	25.64717	38.95876	51.94316
2018-05-11 01:16:00	863033069630348388	1.00000	6.00671	12.56687	12.05712	14.41558	12.51240	17.14304	10.79327	48.02325	49.99697	65.23264	29.44700	39.01792	25.21542	46.12665	29.50810	14.98466	20.09546	59.53806	71.94586	35.84685
2018-05-11 01:17:00	863033069630348230	1.00000	10.44227	8.11936	10.52541	6.23422	14.09441	11.11850	6.74323	52.88130	25.72660	69.77661	34.46773	20.91818	86.10358	72.07616	30.77893	15.86595	26.42556	59.96854	57.18660	90.67856
2018-05-11 01:18:00	8630330696303482105	0.00000	10.56379	10.82946	9.19033	13.09929	9.93788	8.33239	6.52958	53.32623	62.06002	50.18571	65.07165	64.51079	55.50969	79.95661	34.78343	22.87854	90.42093	0.43070	37.46028	44.49243
2018-05-11 01:19:00	359043379931766650	1.00000	11.32861	4.80737	9.97620	8.05806	11.24186	11.12295	11.36260	44.48327	33.44316	70.42077	44.83506	69.54764	12.40656	44.61373	32.45919	6.15476	62.69041	13.31139	82.32780	42.17370
2018-05-11 01:20:00	8630330696303481255	0.00000	6.71319	8.59056	12.10171	12.13183	9.89697	10.40628	8.47330	84.76181	63.76826	29.74490	42.93931	4.99283	71.08080	2.57930	79.30712	18.90669	3.54763	75.40740	13.11574	48.45701
2018-05-11 01:21:00	863033069630348453	0.00000	10.39271	13.19719	11.48138	8.22311	12.67031	12.59264	12.58184	54.99893	26.33916	34.93679	49.79021	92.36667	26.72713	81.10180	65.12345	33.12743	37.65934	32.48113	94.34908	84.80629
2018-05-11 01:22:00	3590433799317661834	1.00000	8.16961	10.84873	10.68164	16.00560	12.71928	14.45907	5.36692	61.76783	53.21646	13.56990	44.17692	79.88570	57.71951	68.51006	68.71312	46.63628	95.41571	50.43255	60.22762	96.73473
2018-05-11 01:23:00	359043379931766221	1.00000	12.09657	11.49780	7.41625	14.08284	11.92062	13.97466	10.70448	51.59082	59.98773	62.12158	34.38419	90.08827	14.89551	94.07593	20.74159	33.37005	10.81219	29.91505	4.03886	68.83001
2018-05-11 01:24:00	3590433799317661974	1.00000	10.18265	7.81069	7.74454	9.96589	14.04394	14.67580	9.99111	66.61680	31.67298	46.14141	37.82516	24.76360	39.80117	95.04322	40.79722	40.38105	73.84539	57.60488	72.22926	58.84311
2018-05-11 01:25:00	3590433799317661370	0.00000	8.86264	8.81797	16.13973	9.62899	14.74167	9.64038	9.28714	61.94012	38.22527	66.79697	20.95964	43.91287	1.04792	68.55130	97.99704	75.15483	2.37330	38.53669	87.72536	30.47878
2018-05-11 01:26:00	8630330696303481172	1.00000	8.89846	6.16502	10.70732	14.25546	8.99201	13.91581	11.78108	52.87101	50.90216	56.71420	45.42782	21.14023	4.34946	23.27987	36.96305	58.80173	8.49361	67.48113	30.02339	43.66852
2018-05-11 01:27:00	8630330696303481107	1.00000	13.39265	8.02632	6.96567	7.27841	12.58219	15.38426	8.84359	56.54180	46.21835	35.15058	53.18374	15.76940	88.17635	24.91190	5.53267	80.09138	55.50375	3.19507	26.28709	80.09648
2018-05-11 01:28:00	359043379931766114	1.00000	8.52561	8.80569	13.92583	12.05569	13.34932	10.40267	10.10079	96.05918	57.36259	66.02540	44.46294	32.41098	10.82316	21.61039	36.81812	39.39664	31.97274	16.92383	48.65079	17.95441
2018-05-11 01:29:00	3590433799317661123	0.00000	8.78493	13.99594	13.35002	5.86366	10.47840	7.86642	12.58993	69.35221	35.63970	55.46751	50.43562	31.87291	19.75185	59.84457	76.17832	32.25576	36.92299	50.11290	46.06070	20.82090
2018-05-11 01:30:00	359043379931766866	1.00000	11.54260	11.22931	12.55956	7.37535	13.02872	12.22708	8.82440	54.65937	33.74839	38.04887	33.50025	70.79502	43.24080	12.15642	8.26239	28.21560	70.60022	57.77667	98.08736	95.39716
2018-05-11 01:31:00	8630330696303481370	0.00000	7.60822	12.04921	12.74972	5.37822	14.99161	12.88528	14.09676	53.46182	45.28782	59.24342	23.29738	69.83323	83.94790	68.38535	34.14748	93.31444	6.67285	18.14641	96.14968	55.37211
2018-05-11 01:32:00	863033069630348024	1.00000	13.30279	8.12127	7.12913	8.01403	14.98617	13.49241	8.32503	62.30897	79.96819	52.76938	68.72215	6.66406	92.79457	71.01936	93.45654	48.78549	51.00347	89.58931	16.38129	25.85520
2018-05-11 01:33:00	8630330696303481578	0.00000	9.32563	12.05064	15.05393	12.30846	9.12389	10.94287	10.49251	44.72450	43.66621	39.73616	68.68603	43.41318	50.40859	26.39128	50.78994	63.09288	99.47441	51.39531	5.63954	16.56892
2018-05-11 01:34:00	863033069630348891	1.00000	13.22516	8.74975	6.33879	10.42888	10.11073	12.20102	9.96148	54.85328	31.07562	29.65301	80.71804	96.24857	9.36017	9.23020	8.34664	82.12717	69.42183	9.91275	40.47077	51.97268
2018-05-11 01:35:00	3590433799317662386	0.00000	6.14476	13.99869	7.76001	12.70968	13.87340	8.91625	4.33624	57.51249	52.10624	59.39699	20.43985	47.27752	57.90339	16.45244	0.58629	17.47934	42.08322	75.54260	85.35065	26.51965
2018-05-11 01:36:00	863033069630348131	0.00000	8.24776	13.70396	11.85009	6.72589	14.29638	13.86644	12.34701	82.06491	69.23765	20.02849	42.07827	75.82550	15.95555	38.09776	92.80421	89.12633	5.61359	61.99891	39.68645	80.06740
2018-05-11 01:37:00	359043379931766007	1.00000	12.23630	6.60987	8.73480	9.95102	9.20967	11.41862	9.82371	43.31869	59.70122	57.19448	49.59434	37.85675	39.91558	22.05768	39.43585	45.02593	45.97913	21.38854	91.87305	44.02078
2018-05-11 01:38:00	359043379931766981	1.00000	12.42339	7.08493	10.38321	7.73825	6.78068	10.71236	7.58839	55.95087	45.68849	38.05183	58.35880	47.06612	25.09705	51.91501	28.32156	44.27881	14.36250	51.11740	73.99590	31.07574
2018-05-11 01:39:00	3590433799317662287	0.00000	10.04317	11.51924	6.93852	13.93512	14.71463	6.85275	7.33562	52.75427	52.58054	55.72435	68.03673	92.96341	5.93203	24.69202	53.83483	43.91598	47.70699	47.06028	40.12639	87.71805
2018-05-11 01:40:00	8630330696303482402	1.00000	12.90934	8.84421	8.06146	9.85976	11.83900	11.08079	8.54654	50.51771	36.77142	33.66162	33.16720	0.52381	13.04859	26.79634	13.55099	84.29894	77.76609	28.66392	93.81732	72.79285
2018-05-11 01:41:00	863033069630348339	1.00000	7.72712	9.81772	10.17662	13.48259	19.81688	14.48152	5.38985	79.77798	46.09717	41.96437	43.31037	2.16497	23.52695	23.04548	72.98081	20.59291	25.40162	19.45114	81.86296	87.50882
2018-05-11 01:42:00	3590433799317662113	1.00000	9.78598	9.77632	11.48728	9.66731	13.97916	14.61792	9.18078	56.99875	59.18176	45.31362	42.99474	27.40019	3.89965	0.03701	56.74724	90.89996	31.42613	8.76953	91.62451	0.16595
2018-05-11 01:43:00	3590433799317662469	0.00000	9.51024	11.81451	13.08273	9.46564	12.22111	14.28177	11.39481	60.71826	56.46044	46.99866	40.32835	36.02952	65.27948	27.83541	59.06930	61.50987	89.30932	47.99589	82.37580	58.59907
2018-05-11 01:44:00	359043379931766411	0.00000	9.45827	9.91535	13.52917	9.31641	13.35189	13.01339	15.22894	54.05486	67.83352	54.79112	41.31631	36.14916	54.66760	78.70888	54.77870	74.48055	35.96867	13.30691	32.24561	35.91195
2018-05-11 01:45:00	863033069630348180	0.00000	9.59422	14.36884	12.00532	9.93919	12.72265	13.33284	10.90070	61.04867	47.15127	53.87722	54.54893	37.29977	22.73016	53.24106	65.88887	90.33789	58.42631	48.54281	56.09922	60.08108
2018-05-11 01:46:00	3590433799317661412	0.00000	10.42881	12.32990	10.31803	10.95162	9.96184	11.80669	10.05777	65.84316	61.67170	53.18887	42.56079	88.63766	35.04196	8.05226	94.72229	52.16503	13.64384	39.53356	76.39109	52.47138
2018-05-11 01:47:00	8630330696303482477	1.00000	11.62960	8.08597	9.25821	7.08247	12.63153	11.27050	7.76797	75.32262	30.44570	34.00829	35.97565	74.08682	80.78193	61.49076	48.39121	64.72654	22.40942	19.37621	87.54282	46.91966
2018-05-11 01:48:00	3590433799317661552	1.00000	13.90172	11.85752	8.98141	11.93734	11.41042	13.20738	11.42400	48.00298	48.61000	52.87520	37.85716	66.96757	22.81336	9.93070	88.31185	65.97905	74.14673	62.92321	49.45271	28.12698
2018-05-11 01:49:00	8630330696303482311	1.00000	14.85371	10.98447	6.18532	12.64279	10.25742	15.15404	6.79054	55.94908	68.14364	43.60306	25.89658	28.48815	96.77276	21.72649	18.41848	76.24092	67.12986	53.85108	56.00943	17.65267
2018-05-11 01:50:00	359043379931766833	1.00000	9.17325	5.57638	11.89896	10.37871	10.05406	11.02894	9.13886	55.62044	62.09900	52.35186	39.18079	18.57619	18.84536	42.16676	64.19635	66.14963	33.32631	93.28088	18.63855	63.58746
2018-05-11 01:51:00	863033069630348313	1.00000	13.22976	9.23481	8.16187	9.27468	11.71484	14.07014	7.10928	56.52281	50.65415	52.31071	66.54720	50.18113	84.74023	31.12172	59.23791	32.31964	23.86814	7.43355	58.78355	91.89575
2018-05-11 01:52:00	3590433799317661891	1.00000	9.12826	9.80835	11.43739	14.37091	14.07180	13.94745	7.76194	64.93799	23.54212	59.28175	50.80000	70.90300	92.19791	94.74528	30.68785	70.22919	7.66970	0.16862	45.59129	80.20997
2018-05-11 01:53:00	863033069630348040	0.00000	7.80741	10.62374	12.37988	12.99140	9.32287	12.90325	8.66666	61.29178	50.58459	56.49080	44.44653	85.71633	59.37121	26.46952	69.79680	32.66548	12.77771	87.61044	76.69649	94.90947
2018-05-11 01:54:00	863033069630348024	1.00000	9.90892	6.94650	8.16751	9.49915	13.50330	12.87656	10.32753	65.56545	65.68693	53.92980	42.93700	34.99241	50.09265	4.89514	60.29286	63.70508	93.59685	77.47017	22.51019	16.28166
2018-05-11 01:55:00	8630330696303481644	0.00000	8.04861	17.52215	12.41368	11.77693	15.03012	11.53423	8.25031	59.37194	25.22349	54.37627	57.24837	15.73399	43.79668	39.16611	31.30510	10.48038	26.48618	67.41789	76.74335	9.42247
2018-05-11 01:56:00	8630330696303481503	0.00000	8.33222	8.70272	12.10503	12.35800	11.53305	5.29337	6.80682	29.93966	57.64236	51.07215	59.36748	68.57651	54.36198	20.42306	92.99214	84.40319	60.16030	76.54349	11.50009	47.55621
2018-05-11 01:57:00	8630330696303481321	0.00000	8.61622	10.01897	11.24898	4.44628	13.79744	11.47845	14.44624	38.53762	48.57820	32.04235	26.91381	48.23391	22.15993	36.76824	17.30164	12.20276	31.33914	83.34786	7.83500	57.07893
2018-05-11 01:58:00	359043379931766551	0.00000	13.82913	14.32013	13.83098	15.33508	13.98302	12.16428	14.18149	67.34440	65.22192	40.18481	22.07265	32.55605	9.45133	43.03235	62.88452	90.01265	48.52298	71.59274	86.57701	49.52228
2018-05-11 01:59:00	8630330696303481370	0.00000	8.66075	12.47892	11.61017	5.98208	12.57470	11.58700	10.18245	54.09708	64.67091	55.88827	62.68477	27.77895	10.51198	43.70388	49.82605	13.09606	62.24493	50.00937	71.10982	77.18671
2018-05-11 02:00:00	359043379931766759	1.00000	5.91541	12.14072	11.46836	12.58809	12.68233	15.52977	5.47591	68.27363	57.57768	54.09186	56.43912	97.45557	22.73550	3.79062	54.10036	14.78471	78.89828	96.63072	41.10322	68.08651
2018-05-11 02:01:00	8630330696303481594	0.00000	7.95107	13.38209	13.13976	5.13544	14.32943	8.29459	13.18009	65.08425	49.05718	58.11429	30.38589	79.97333	31.96578	34.33965	75.78258	64.70993	52.48548	24.46109	55.17321	71.58100
2018-05-11 02:02:00	8630330696303481693	1.00000	12.47980	6.17309	10.52067	8.23860	11.94436	8.62074	10.21101	73.16866	52.01821	60.76369	48.73957	13.51921	28.61208	61.77144	66.07878	32.59976	90.99259	42.61447	58.55580	25.67382
2018-05-11 02:03:00	8630330696303482493	0.00000	8.36185	11.48078	11.58927	6.84711	10.61178	9.33121	11.59042	69.04029	36.10715	61.11644	58.89736	81.46289	95.75810	31.78929	13.32040	5.17719	52.35850	50.39575	31.78198	69.70193
2018-05-11 02:04:00	359043379931766668	1.00000	7.09239	5.67085	12.61041	5.12993	11.94719	11.64875	7.48644	50.49057	53.15355	62.37805	22.73598	62.40668	64.63280	85.88439	87.46928	38.01291	42.93369	12.03663	15.44966	82.04005
2018-05-11 02:05:00	359043379931766601	0.00000	9.74856	12.09771	12.68798	14.72309	13.59286	7.01312	10.54358	51.38543	69.79913	43.98122	70.00893	79.51501	70.89505	38.99930	82.83463	91.91504	24.73157	50.30647	39.80024	33.71607
2018-05-11 02:06:00	3590433799317662006	1.00000	8.46723	9.27809	12.18442	12.12791	9.74899	11.84495	9.10150	61.58971	70.02902	35.20773	45.53806	42.46307	25.20291	81.46199	69.91972	82.85352	31.45137	70.01738	58.04424	46.02549
2018-05-11 02:07:00	359043379931766114	1.00000	5.78835	7.73524	9.90639	12.48061	10.90914	15.81566	9.94475	59.08248	37.80724	54.80579	50.36273	17.38119	84.16070	39.76629	94.55038	48.25188	52.41697	36.45626	54.11594	52.29559
2018-05-11 02:08:00	3590433799317662089	0.00000	6.06097	11.73217	13.33337	11.73879	12.22621	7.45877	6.37542	45.23984	48.18063	63.45762	49.54500	34.16561	59.63320	69.67009	17.04877	15.74585	36.81593	98.29626	68.11852	60.87717
2018-05-11 02:09:00	8630330696303481735	0.00000	11.96607	10.16437	8.93196	6.41752	14.28017	12.16570	7.60010	54.91618	38.09061	44.49625	46.92400	25.69273	6.59998	15.27209	82.30666	89.46866	11.78620	7.29800	85.35655	58.58445
2018-05-11 02:10:00	3590433799317661149	1.00000	9.76427	11.61352	12.02540	13.62939	12.06962	14.87203	10.05261	63.29680	50.37443	51.27033	54.94212	10.77106	28.31912	92.60123	37.25579	33.43984	50.99535	66.72805	47.46489	4.19092
2018-05-11 02:11:00	359043379931766262	0.00000	5.90617	12.04736	12.52948	7.70561	13.43727	11.59666	9.40308	62.60869	38.08854	53.41654	39.86396	10.17079	43.04863	93.42291	50.76635	0.19492	84.73087	43.29042	38.37806	74.23370
2018-05-11 02:12:00	3590433799317661818	1.00000	14.82710	10.02033	4.51934	9.63164	13.46468	17.53076	7.11999	46.51817	36.12201	31.88089	51.47341	81.84271	29.48154	77.56333	8.88251	45.29206	82.10570	15.10648	65.29686	39.47299
2018-05-11 02:13:00	863033069630348818	1.00000	8.31093	11.26478	11.82701	15.66545	9.76000	14.94343	8.75293	55.97218	55.98665	62.35831	36.73560	17.40371	93.26693	96.12237	42.22589	87.70009	50.76349	39.34576	15.12442	44.40833
2018-05-11 02:14:00	8630330696303481438	1.00000	10.41348	9.21412	8.76499	13.17750	14.19598	13.34297	8.61722	57.22238	70.84228	37.97471	62.10522	50.29849	88.98579	87.97825	91.93753	71.68491	15.62438	0.08796	88.63630	91.87453
2018-05-11 02:15:00	359043379931766213	0.00000	6.34394	12.76520	11.82580	12.50197	10.63496	13.51836	5.74569	44.54574	59.84122	33.56379	44.25325	48.36186	64.68227	22.99317	3.97488	83.14725	57.88850	29.64657	81.37940	84.60720
2018-05-11 02:16:00	359043379931766452	0.00000	7.26558	10.16385	11.73435	10.59591	12.34984	15.37947	10.05024	64.36338	61.19838	57.98012	62.48532	63.74212	29.46491	39.57274	65.70342	53.03741	75.60655	41.13768	12.33644	68.93816
2018-05-11 02:17:00	359043379931766536	1.00000	9.19013	6.41138	9.69222	10.68108	10.99260	11.09382	10.46987	67.96217	51.95411	45.75685	30.65072	70.63029	50.88614	26.41982	96.70195	17.94080	96.21235	35.76716	43.35419	97.12402
2018-05-11 02:18:00	3590433799317662105	1.00000	14.02573	10.30592	9.17474	8.82814	15.78618	10.46264	8.87610	72.32627	44.48980	31.62616	55.15460	23.45989	75.78944	75.18391	96.52500	45.75418	25.73226	87.03742	50.41236	10.54522
2018-05-11 02:19:00	3590433799317661677	1.00000	9.56318	7.43109	10.79854	13.44103	11.21213	11.76942	9.25294	33.54133	42.13863	70.90299	61.28820	19.29163	37.63265	27.45117	66.51572	5.90418	83.44232	94.03534	72.52025	45.30511
2018-05-11 02:20:00	8630330696303482261	1.00000	9.50139	9.71689	9.20942	13.70638	20.21827	14.38552	5.96670	54.98623	67.82659	36.14474	37.60595	98.94308	2.77410	35.42188	16.90960	87.81107	67.83855	4.86747	23.25378	19.24566
2018-05-11 02:21:00	3590433799317662493	1.00000	9.42937	9.50980	15.11306	13.01675	9.24187	6.87390	8.58507	60.16730	64.70073	46.54462	47.21154	88.52933	10.57855	40.45574	22.78426	87.42223	88.30837	27.41640	12.83239	77.20544
2018-05-11 02:22:00	863033069630348511	0.00000	12.04122	13.24580	12.68963	12.57103	7.61645	11.27638	11.94205	54.25971	60.55676	43.47145	65.84295	15.57048	12.06063	67.82513	62.70636	78.75849	47.46702	90.39212	60.17962	47.86449
2018-05-11 02:23:00	8630330696303481479	1.00000	6.00834	8.21587	14.46099	10.80487	11.80234	11.24672	9.38141	44.72246	34.11195	59.99531	22.24325	60.26255	59.29039	60.25344	52.78824	28.15628	2.93061	66.96598	49.55747	13.87600
2018-05-11 02:24:00	8630330696303481321	1.00000	7.06950	8.76308	12.41509	12.56744	12.90714	13.38760	6.89161	52.81931	45.62367	46.52358	49.25803	16.78886	15.43483	55.45245	43.39952	81.99407	41.42004	63.02516	1.54631	85.18520
2018-05-11 02:25:00	8630330696303481172	1.00000	11.94599	7.01068	10.97088	12.18900	11.63674	11.34683	10.77456	71.10805	56.74519	53.69695	47.70133	32.08831	87.24535	78.92556	41.85444	60.31782	53.80060	18.83388	72.89173	15.73911
2018-05-11 02:26:00	863033069630348388	1.00000	13.71716	8.62524	8.89882	7.30311	12.89988	11.56671	6.53535	69.11198	52.15438	59.42211	59.44826	27.62391	32.80540	82.29411	22.75454	60.53651	83.76565	49.40718	39.25010	62.13213
2018-05-11 02:27:00	3590433799317662063	1.00000	5.92736	7.81680	9.73893	13.78976	9.66339	18.67733	8.90028	52.10666	24.39965	44.88218	66.95015	3.64390	97.03485	78.79230	92.88428	87.44903	46.60744	70.84563	53.19548	10.13269
2018-05-11 02:28:00	8630330696303482022	1.00000	12.89799	9.86376	9.76450	11.41307	12.21818	13.18725	9.49287	51.17350	51.81649	51.67818	73.37513	52.13604	57.50751	14.30204	77.01834	50.65844	68.85499	6.71193	15.62296	53.77089
2018-05-11 02:29:00	3590433799317662477	1.00000	14.52615	8.21681	7.15288	10.01677	10.13937	11.83498	9.65539	66.18240	44.45788	57.05490	51.69310	23.96996	52.74614	73.76610	2.19869	96.44944	41.21275	75.81097	43.78969	40.72872
2018-05-11 02:30:00	3590433799317661222	0.00000	5.36514	13.97012	10.56700	4.77165	18.14560	9.84315	15.49643	54.85337	67.25358	40.21163	44.62417	47.87404	57.13620	87.21104	89.36346	72.95843	60.40567	30.05678	42.05039	21.99629
2018-05-11 02:31:00	3590433799317661602	1.00000	11.28139	7.39710	12.04578	9.84826	10.35088	11.25040	9.44135	48.60912	56.83173	53.54482	58.51446	14.65956	23.52351	88.52771	80.26095	4.95192	69.92400	37.27578	57.72892	38.68049
2018-05-11 02:32:00	3590433799317662154	1.00000	13.12282	11.95007	9.00637	8.48770	11.56717	13.63388	8.13891	48.64353	40.22362	60.68590	40.54506	22.77086	50.45585	44.50728	7.77007	32.10859	14.87080	12.38373	31.72990	76.22591
2018-05-11 02:33:00	3590433799317661073	1.00000	13.49440	8.46276	13.89078	7.61815	15.18859	9.56430	11.99182	60.38984	57.39315	39.61684	51.50446	63.65574	96.22118	9.47553	0.99956	3.03053	29.08909	14.79178	23.38405	32.28931
2018-05-11 02:34:00	8630330696303481016	0.00000	9.42429	6.82563	12.15517	6.86007	8.64106	10.36937	9.22516	76.08336	52.19287	43.59575	34.47055	28.05440	78.24250	75.97135	84.51483	72.82672	82.95946	11.79918	92.28948	91.29485
2018-05-11 02:35:00	8630330696303482410	1.00000	11.76036	8.01607	8.77435	8.48069	9.94596	8.85081	8.24886	74.57470	48.61538	51.34424	34.26462	81.18694	51.61200	75.85984	69.39684	0.34608	52.48443	90.52295	64.17237	79.30404
2018-05-11 02:36:00	8630330696303481305	1.00000	12.45082	11.72770	8.72954	8.30121	19.48064	14.22451	7.46042	60.50471	47.33793	32.67873	45.77739	55.92120	12.05128	79.17224	12.84586	26.67786	89.10440	26.91051	31.23847	29.56928
2018-05-11 02:37:00	3590433799317661016	0.00000	11.17261	9.98235	12.74317	15.17190	11.47387	6.10640	8.14474	45.05939	77.91650	20.61554	48.93012	28.83034	18.38800	2.31038	58.82495	60.80588	70.20626	70.06197	90.61164	57.63124
2018-05-11 02:38:00	8630330696303482147	1.00000	11.91662	8.55934	10.96058	8.68692	10.65063	11.11547	10.27381	50.57185	64.76270	56.76352	10.15719	30.19223	51.75703	1.39924	90.38516	40.11656	59.52009	71.51794	13.77286	98.26052
2018-05-11 02:39:00	8630330696303481412	1.00000	9.58458	5.09426	9.82119	10.76050	9.22553	10.22240	8.70494	70.39462	56.20344	68.45774	51.02134	53.12243	53.83821	57.56400	14.96722	39.81562	91.00309	25.40046	16.91233	25.61290
2018-05-11 02:40:00	3590433799317661594	1.00000	14.43889	14.24458	8.77222	12.30708	15.33067	15.55556	11.93114	62.61323	58.81778	67.94718	46.03555	31.89598	40.50516	30.09491	35.26904	40.30635	80.28045	40.51358	66.64776	37.65382
2018-05-11 02:41:00	359043379931766213	1.00000	9.36730	8.76197	11.63473	15.89397	9.35726	13.08797	12.23760	57.86000	51.29532	27.59623	61.58908	64.20087	86.26110	86.42199	43.53214	20.67951	3.26179	42.38680	95.67150	49.44793
2018-05-11 02:42:00	3590433799317661958	0.00000	10.75422	11.61807	12.59266	11.52534	15.25240	2.71755	7.54934	74.09150	45.26926	80.90406	67.85153	72.78917	57.88701	32.15396	58.48616	63.92617	19.47329	77.58336	36.12730	63.96739
2018-05-11 02:43:00	863033069630348586	1.00000	4.19642	7.94459	12.17336	9.67202	14.49725	12.51788	6.23572	73.93127	83.17685	55.03037	45.42879	77.85204	48.97969	42.48738	11.61065	31.03747	44.83537	36.52484	20.65132	76.79201
